acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-2.46,-9.64,3.21,-0.23,0.1,-0.44,WAL
-2.9,-10.02,3.38,0.24,-0.37,-0.26,WAL
-2.28,-9.02,2.15,0.11,-0.37,0.16,WAL
-1.09,-7.51,2.02,-0.19,0.27,0.14,WAL
-1.2,-7.32,2.18,-0.12,0.38,-0.12,WAL
-1.93,-7.92,1.93,-0.01,-0.16,-0.12,WAL
-1.98,-8.43,2.37,-0.24,-0.26,-0.08,WAL
-2.58,-10.29,3.11,0.27,-0.15,-0.14,WAL
-2.26,-12.11,2.98,0.62,0.12,-0.07,WAL
-1.59,-9.7,3.05,-0.22,0.83,-0.34,WAL
-1.71,-8.95,3.14,0.03,1.18,-0.48,WAL
-1.94,-10.4,4.18,0.25,0.66,-0.38,WAL
-2.46,-8.97,3.83,-0.38,-0.25,-0.25,WAL
-1.93,-7.59,4.07,-0.6,-0.17,-0.11,WAL
-2.76,-7.06,3.33,-0.12,-0.33,-0.17,WAL
-3.01,-7.47,3.11,-0.1,-0.68,0.1,WAL
-3.23,-7.61,3.08,-0.33,-0.79,0.03,WAL
-4.34,-8.55,3.98,-0.68,-1.02,0.07,WAL
-4.14,-10.22,3.4,-0.02,-1.17,0.67,WAL
-2.99,-9.29,2.75,-0.49,-0.63,1.14,WAL
-2.48,-11.2,3.74,0.14,-0.02,0.81,WAL
-3.53,-11.67,2.19,0.73,-0.21,0.64,WAL
-2.91,-10.42,2.53,0.17,-0.45,1.24,WAL
-1.84,-8.57,2.45,0.29,-0.26,1.18,WAL
-1.75,-6.84,2.2,-0.07,-0.37,1.02,WAL
-1.49,-6.31,2.4,-0.37,-0.54,0.87,WAL
-1.48,-7.23,2.92,-0.2,-0.57,0.64,WAL
-1.84,-9.39,3.3,0.11,-0.46,0.23,WAL
-2.03,-11.53,3.53,0.19,-0.28,-0.16,WAL
-2.17,-12.79,4.69,0.1,0.11,-0.73,WAL
-2.03,-7.59,2.46,-1.28,0.39,-1.41,WAL
-2.61,-9.7,5.31,-0.87,0.58,-1.28,WAL
-3.03,-9.3,4.2,-0.21,0.36,-1.17,WAL
-2.63,-8.1,3.61,-0.52,0.21,-0.78,WAL
-2.11,-7.21,3.79,-0.49,0.45,-0.77,WAL
-2.65,-7.42,3.67,-0.26,0.47,-0.95,WAL
-3.41,-7.74,3.14,-0.42,0.2,-0.82,WAL
-3.88,-9.04,3.88,-0.6,0.05,-0.55,WAL
-4,-10.77,3.56,0.2,-0.17,-0.17,WAL
-3.77,-11.36,2.99,0.4,0.05,0.3,WAL
-2.82,-8.97,2.61,-0.36,0.36,0.25,WAL
-3.45,-11.13,3.71,0.35,-0.41,0.54,WAL
-3.12,-10.76,2.26,0.51,-0.93,1.2,WAL
-1.74,-9.41,2.32,0.12,-0.62,1.44,WAL
-1.43,-7.41,2.04,0.01,-0.2,1.12,WAL
-1.51,-6.65,2.05,-0.16,-0.03,0.84,WAL
-1.82,-7.35,2.47,-0.16,-0.15,0.69,WAL
-2.31,-9.62,3.19,0.14,-0.34,0.59,WAL
-2.31,-11.52,3.51,0.61,-0.22,0.63,WAL
-1.49,-10.52,3.55,0.05,0.28,0.26,WAL
-1.5,-8.52,2.91,-0.24,0.76,-0.45,WAL
-1.93,-9.76,4,-0.07,0.71,-0.65,WAL
-2.16,-9.56,3.82,-0.36,0.39,-0.94,WAL
-2.3,-8.19,3.68,-0.69,0.02,-0.98,WAL
-2.38,-7.36,3.58,-0.65,-0.02,-0.83,WAL
-2.43,-7.32,3.39,-0.37,-0.22,-0.7,WAL
-2.43,-7.46,3.24,-0.42,-0.2,-0.7,WAL
-3.13,-8.95,3.74,-0.22,-0.05,-0.79,WAL
-3.81,-10.39,3.55,0.07,-0.01,-0.53,WAL
-3.36,-10.27,3.32,-0.13,0.3,-0.26,WAL
-3.04,-9.65,2.7,0.15,0.45,-0.33,WAL
-4.27,-9.98,3.58,-0.14,-0.31,-0.04,WAL
-4.07,-10.46,2.86,0.55,-1.24,0.78,WAL
-3.08,-10.25,2.56,0.33,-1.01,1.48,WAL
-1.52,-8.34,2.49,0.04,-0.03,1.39,WAL
-1.29,-7.39,2.8,-0.11,0.71,1.01,WAL
-1.66,-7.33,2.77,0.1,0.4,0.78,WAL
-1.95,-7.84,2.76,0.25,-0.18,0.73,WAL
-2.16,-9.67,2.95,0.65,-0.49,0.62,WAL
-2.27,-10.78,2.78,0.53,-0.43,0.39,WAL
-1.67,-9.11,2.87,-0.36,0.05,-0.1,WAL
-1.9,-8.94,3.23,-0.24,0.36,-0.69,WAL
-2.89,-9.24,3.69,-0.61,0.38,-0.84,WAL
-3.15,-10.09,4.55,-0.33,0.27,-0.93,WAL
-3.98,-8.79,4.47,-0.93,-0.28,-0.66,WAL
-3.18,-7.56,4.62,-1.04,-0.39,-0.08,WAL
-2.92,-7.8,4.39,-0.51,-0.26,-0.03,WAL
-2.91,-7.95,3.82,-0.1,-0.32,-0.08,WAL
-2.81,-7.7,3.43,-0.04,-0.43,-0.01,WAL
-3.03,-8.84,3.6,-0.05,-0.59,-0.02,WAL
-3.29,-9.41,3.36,-0.26,-0.78,-0.05,WAL
-0.52,-9.42,2.44,0.25,0.27,-0.03,WAL
-0.55,-9.48,1.95,-0.03,-0.24,-0.24,WAL
-0.25,-10.3,2.29,0.07,-0.48,-0.34,WAL
-0.41,-9.85,1.28,-0.81,-0.15,-0.08,WAL
-0.03,-9.99,1.83,-0.82,-0.18,-0.04,WAL
-0.06,-9.73,0.91,-1.01,-0.36,-0.43,WAL
-0.02,-9.37,1.02,-0.35,-0.14,-0.62,WAL
-0.01,-9.24,0.44,-0.23,-0.07,-0.58,WAL
-0.11,-9.34,1.19,0.09,0.59,-0.57,WAL
-0.06,-9.54,0.66,0.22,0.43,-0.42,WAL
0.23,-9.7,1.2,-0.25,0.24,-0.08,WAL
0.23,-10.92,1.84,0.35,0.77,-0.17,WAL
-0.83,-8.94,2.35,-0.09,0.44,-0.04,WAL
-2.26,-9.03,3.09,-0.28,-0.16,-0.01,WAL
-2.81,-9.53,2.7,0.15,-0.72,0.08,WAL
-2.69,-9.92,2.49,0.22,-0.93,0.21,WAL
-2.97,-10.07,3.47,-0.03,-1.15,0.51,WAL
-3.08,-11.4,3.62,0.11,-1.42,1.06,WAL
-2.37,-12.26,3.16,0.23,-1.47,1.39,WAL
-2.09,-11.96,3.13,0.36,-0.78,1.31,WAL
-2,-8.25,2.58,-0.01,0.02,0.98,WAL
-2.28,-9.53,2.54,0.51,0.17,1.38,WAL
-1.84,-10.73,1.47,1.5,-0.31,1.88,WAL
-0.93,-10.37,1.16,1.51,-0.58,1.71,WAL
-0.83,-8.46,0.9,0.88,-0.33,1.13,WAL
-0.68,-7.12,1.6,0.14,0.11,0.85,WAL
-0.45,-7.27,2.19,-0.21,0.46,0.46,WAL
-0.56,-7.82,2.63,-0.36,0.18,-0.2,WAL
-1.17,-9.93,3.55,-0.2,0.2,-0.61,WAL
-1.3,-11.02,3.5,-0.21,0.13,-1.5,WAL
-2.55,-11.13,3.02,-0.28,0.36,-2.18,WAL
-3.34,-11.71,3.41,-0.55,0.53,-2.13,WAL
-2.67,-11.06,4.43,-0.78,1.26,-1.93,WAL
-3.57,-8.76,4,-1.04,1.15,-2.06,WAL
-3.71,-7.44,3.91,-0.67,0.89,-1.27,WAL
-3.14,-7.82,3.63,-0.15,0.87,-0.82,WAL
-3.45,-7.76,2.97,0.01,0.43,-0.73,WAL
-3.85,-9.07,3.9,0.01,0.03,-0.2,WAL
-3.78,-11.39,3.97,0.65,-0.3,0.39,WAL
-3.13,-10.94,3.02,0.17,-0.17,0.79,WAL
-2.04,-9.59,3.79,-0.42,0.65,0.7,WAL
-2.84,-10.91,3.21,0.57,-0.06,0.65,WAL
-2.47,-11.26,2.31,0.57,-0.39,1.6,WAL
-1.38,-9.66,2.38,0.08,-0.4,1.93,WAL
-1.58,-8.02,2.47,-0.07,-0.63,1.83,WAL
-1.6,-7.67,2.42,0.05,-0.73,1.87,WAL
-1.31,-7.85,2.49,0.17,-0.71,1.72,WAL
-1.03,-9.5,3.36,0.61,-0.51,1.3,WAL
-0.92,-11.41,3.49,0.82,-0.1,0.49,WAL
-0.47,-9.55,3.96,-0.28,0.32,-0.33,WAL
-1.65,-8.99,3.56,-0.6,0.01,-1.13,WAL
-1.69,-11.16,4.84,-0.33,-0.16,-0.89,WAL
-1.63,-9.84,4.48,-1.14,-0.04,-1.25,WAL
-1.56,-7.92,4.3,-1.38,0.56,-1.41,WAL
-1.92,-7.2,3.87,-1.01,1.24,-1.63,WAL
-2.64,-7.14,3.23,-0.65,1.14,-1.55,WAL
-3.55,-8.4,3.36,-0.32,1.11,-1.3,WAL
-4.66,-9.99,3.39,0.14,0.43,-1.05,WAL
-4.91,-10.93,2.89,0.37,-0.35,-0.52,WAL
-4.53,-11.44,3.45,-0.12,-0.05,-0.17,WAL
-4.07,-9.87,3.56,-0.58,0.32,-0.02,WAL
-4.58,-10.79,3.1,0.37,-0.73,0.5,WAL
-3.87,-10.55,2.42,0.41,-0.98,1.47,WAL
-2.27,-9.22,2.42,0.29,-0.4,1.84,WAL
-1.67,-7.72,2.25,0.21,0.2,1.7,WAL
-1.58,-7.28,2.13,0.26,0.29,1.46,WAL
-1.41,-7.61,1.93,0.26,-0.14,1.41,WAL
-1.19,-9.24,2.57,0.38,-0.43,1.08,WAL
-1.2,-11.89,3,0.8,-0.49,0.65,WAL
-0.78,-11.51,4.27,-0.14,-0.29,-0.15,WAL
-1.11,-9.56,2.81,-0.4,-0.25,-0.84,WAL
-1.07,-10.29,3.96,-0.46,0.31,-0.99,WAL
-1.16,-9.78,3.92,-0.6,0.66,-1.36,WAL
-1.4,-8.4,3.13,-0.51,0.77,-1.61,WAL
-1.86,-7.87,3.07,-0.41,0.88,-1.73,WAL
-2.85,-6.94,2.99,-0.51,0.82,-1.78,WAL
-4.6,-8.03,4.05,-0.44,0.15,-1.47,WAL
-5.03,-9.62,4.21,-0.18,-0.26,-0.69,WAL
-5.18,-11.87,3.73,0.71,-0.47,-0.44,WAL
-4.98,-10.98,3.26,-0.18,-0.04,-0.24,WAL
-4.59,-8.85,3.98,-0.81,0.07,0.11,WAL
-4.76,-10.39,3.96,0.24,-1.34,1.02,WAL
-3.55,-10.99,2.65,0.7,-1.56,2,WAL
-1.79,-9.64,1.93,0.72,-1.12,2.21,WAL
-1.44,-7.8,2.08,0.15,-0.39,1.81,WAL
-1.37,-7.46,2.07,0.16,0.09,1.42,WAL
-1.39,-8.23,2.43,0.2,0.29,1.13,WAL
-1.91,-9.81,3.22,0.65,-0.08,0.96,WAL
-1.59,-11.03,3.52,0.7,0.02,0.77,WAL
-1.98,-13.29,5.82,0.65,0.21,0.26,WAL
-0.99,-8.65,2.01,-0.36,0.24,-0.34,WAL
-1.38,-8.9,5.31,-1.3,0.1,-0.52,WAL
-1.54,-9,5,-0.74,-0.01,-0.93,WAL
-1.87,-8.06,3.3,-0.77,0.23,-1.18,WAL
-1.93,-7.42,3.3,-0.9,0.81,-1.43,WAL
-2.65,-6.49,3.2,-0.91,0.69,-1.55,WAL
-3.73,-7.86,3.47,-0.66,0.45,-1.32,WAL
-5.38,-10.01,4.14,-0.18,0.49,-1.23,WAL
-6.47,-10.89,3.48,0.25,-0.63,-0.8,WAL
-5.64,-11.07,3.75,-0.03,-0.74,-0.04,WAL
-5,-9.38,4.01,-0.39,-0.64,0.19,WAL
-4.68,-11.02,3.58,0.69,-1.34,0.97,WAL
-3.47,-10.42,2.18,0.61,-1.12,1.72,WAL
-1.67,-8.38,2.26,0.33,0.08,1.81,WAL
-1.3,-7.15,2.24,0.24,0.83,1.48,WAL
-1.43,-7.64,2.58,0.34,0.53,1.24,WAL
-1.78,-8.5,2.56,0.27,-0.32,1.07,WAL
-2.04,-10.23,3.43,0.44,-0.67,0.86,WAL
-1.67,-10.57,2.98,0.45,-0.25,0.45,WAL
-1.62,-11.02,4.56,-0.1,0.58,-0.4,WAL
-1.79,-7.57,2.29,-0.82,0.37,-1.14,WAL
-2.31,-9.6,5.01,-0.62,0.01,-0.92,WAL
-2.63,-10.18,4.24,-0.11,-0.16,-1.08,WAL
-2.65,-8.52,3.44,-0.75,0.26,-1.15,WAL
-2.23,-7.76,3.69,-0.48,0.79,-1.16,WAL
-2.43,-7.62,3.42,-0.22,0.8,-1.38,WAL
-3.03,-7.44,3.24,-0.49,0.48,-1.49,WAL
-4.24,-9.04,4.34,-0.15,-0.03,-1.29,WAL
-5.1,-9.92,4.14,0.16,-0.69,-0.87,WAL
-4.85,-11.11,4.58,0.35,-0.11,-0.01,WAL
-3.45,-8.58,2.67,0.01,0.55,0.16,WAL
-4.31,-10.15,4.26,0.41,-0.06,0.45,WAL
-3.9,-10.5,2.96,0.57,-0.83,1.31,WAL
-2.65,-10.45,3.43,0.1,-0.88,1.78,WAL
-2.53,-8.98,3.27,-0.07,-0.9,1.69,WAL
-2.41,-8.03,3.07,0.04,-0.77,1.86,WAL
-2.07,-7.46,2.93,0.31,-0.36,1.97,WAL
-1.93,-8.25,3.44,0.8,0.06,1.8,WAL
-1.93,-9.29,3.37,1.15,0.27,1.54,WAL
-1.13,-8.85,2.83,0.65,0.35,0.94,WAL
-0.72,-7.97,3.32,-0.5,0.38,-0.2,WAL
-1.67,-9.96,4.24,-0.13,-0.17,-1.37,WAL
-2.94,-10.79,5.46,-1.15,-0.14,-1.97,WAL
-4.02,-11.34,6.89,-0.88,-0.18,-1.97,WAL
-4.03,-8.4,5.22,-1.23,0.3,-1.6,WAL
-2.43,-9.45,2.19,0.05,-0.04,0.04,WAL
-2.34,-9.2,2.36,0.22,-0.05,0,WAL
-2.42,-9.11,2.39,0.24,0.08,-0.04,WAL
-2.44,-8.93,2.53,0.13,0.03,-0.09,WAL
-2.5,-8.98,2.74,0.07,0,-0.09,WAL
-2.59,-9.03,2.56,0.23,-0.02,0.04,WAL
-2.3,-9.54,2.87,0.36,0.35,0.07,WAL
-2,-9.43,3.16,0.31,0.66,-0.18,WAL
-2.14,-8.85,3.27,0.15,0.56,-0.41,WAL
-2.62,-8.2,3.29,-0.07,0.26,-0.39,WAL
-3.36,-8.38,3.67,-0.05,0.11,-0.48,WAL
-3.8,-8.83,3.8,-0.26,0.24,-0.53,WAL
-3.54,-8.74,3.51,-0.53,0.31,-0.61,WAL
-3.65,-9.02,3.86,-0.87,0.38,-0.86,WAL
-4.03,-10.03,3.8,-0.68,0.05,-0.83,WAL
-3.07,-9.92,2.45,-0.46,0.27,-0.25,WAL
-3.04,-9.71,2.78,-0.56,0.5,-0.01,WAL
-3.03,-8.26,1.59,-0.57,0.05,0.08,WAL
-2.99,-9.25,1.84,-0.37,-0.51,0.42,WAL
-2.02,-10.43,0.88,0.56,-0.84,0.65,WAL
-1.24,-10.56,0.36,0.67,-0.95,0.78,WAL
-0.54,-9.18,0.16,0.25,-0.48,0.68,WAL
-0.85,-8.32,0.78,-0.27,-0.33,0.53,WAL
-0.82,-8.25,1.14,-0.29,-0.36,0.34,WAL
-1.02,-8.68,1.28,-0.14,-0.23,0.36,WAL
-1.06,-10.65,2.15,0.33,0.15,0.28,WAL
-1.29,-13.08,2.55,0.95,0.41,0.02,WAL
-1.99,-11.7,2.46,0.55,0.28,-0.31,WAL
-1.39,-8.27,1.64,-0.48,0.44,-0.69,WAL
-1.93,-9.26,3.51,-0.31,0.58,-0.73,WAL
-2.62,-9.37,2.97,-0.31,0.32,-0.58,WAL
-1.94,-8.37,2.67,-0.5,0.45,-0.33,WAL
-2.28,-7.52,3.06,-0.33,0.51,-0.41,WAL
-2.62,-6.96,2.77,-0.3,0.22,-0.42,WAL
-3.71,-7.58,2.83,-0.56,-0.11,-0.44,WAL
-4.64,-9.94,3.27,-0.42,-0.44,-0.03,WAL
-4.71,-12.06,1.93,0.41,-0.92,0.37,WAL
-3.8,-11.47,1.71,0.14,-0.11,0.57,WAL
-5.2,-10.58,2.87,-0.55,-0.12,0.44,WAL
-4.78,-11.03,2.64,0.11,-1.34,1.39,WAL
-3.48,-10.72,1.73,0.39,-1.36,1.95,WAL
-2.04,-8.85,1.79,0.38,-0.66,2.01,WAL
-1.5,-7.62,1.6,0.4,0.05,1.72,WAL
-0.94,-7.37,1.23,0.33,-0.05,1.55,WAL
-0.6,-7.68,1.41,0.04,-0.44,0.95,WAL
-1.08,-10.04,2.11,0.32,-0.71,0.38,WAL
-1.08,-11.09,1.87,0.22,-0.76,-0.38,WAL
-1.8,-10.12,2.96,-0.56,0.11,-1.09,WAL
-2.69,-10.76,3.07,-0.27,0.26,-1.09,WAL
-1.78,-10.88,3.27,-0.18,1.02,-1.37,WAL
-2.24,-9.34,3.1,-0.69,0.96,-1.96,WAL
-2.4,-8.27,3.93,-0.99,0.87,-1.85,WAL
-3.51,-8.16,3.69,-0.65,0.68,-1.93,WAL
-4.78,-8.12,3.4,-0.62,0.57,-1.54,WAL
-4.81,-9.23,4.05,-0.13,0.96,-1.08,WAL
-5.67,-11.43,3.62,0.79,0.74,-0.76,WAL
-5.11,-11.22,3.07,0.3,0.53,-0.34,WAL
-4.19,-8.56,2.64,-0.44,0.45,-0.19,WAL
-4.5,-10.41,3.22,0.05,-1.05,0.65,WAL
-3.85,-10.83,2.01,0.39,-1.46,1.42,WAL
-2.2,-9.8,1.86,0.33,-0.71,1.83,WAL
-1.24,-8.41,1.82,0.25,0.04,1.56,WAL
-0.97,-7.66,1.82,0.07,0.48,1.22,WAL
-0.86,-7.88,1.64,-0.03,0.38,0.88,WAL
-1.05,-9.32,2.5,0.09,0.12,0.81,WAL
-1.46,-11.92,3.22,0.77,-0.24,0.63,WAL
-0.55,-11.13,2.59,0.4,-0.02,0.26,WAL
-1.6,-9.58,2.2,-0.11,0.03,-0.32,WAL
-1.12,-9.99,3.33,-0.11,0.03,-0.32,WAL
-1.63,-9.78,3.57,-0.44,0.1,-0.72,WAL
-1.29,-8.15,2.92,-0.77,0.18,-0.74,WAL
-1.05,-7.33,2.61,-0.73,0.91,-1.03,WAL
-2.2,-7.21,2.51,-0.54,0.99,-1.43,WAL
-3.92,-7.69,3.15,-0.71,0.6,-1.19,WAL
-4.97,-9.05,3.63,-0.16,-0.47,-0.74,WAL
-5.3,-11.79,2.88,0.67,-1.14,-0.32,WAL
-5.55,-10.74,2.41,-0.18,-0.72,-0.53,WAL
-5.05,-9.01,3.64,-0.5,-0.14,-0.11,WAL
-5.96,-10.4,4.01,0.3,-0.91,0.34,WAL
-5.08,-10.24,2.44,0.71,-1.55,1.22,WAL
-3.16,-8.68,2.63,0.57,-1.28,1.91,WAL
-2.22,-7.05,2.49,0.33,-1.47,1.95,WAL
-1.71,-6.91,2.12,0.08,-1.22,1.87,WAL
-1.46,-7.77,2.15,-0.1,-0.63,1.15,WAL
-2.5,-9.86,3.2,0.36,-0.49,0.61,WAL
-2.83,-11.83,3.46,1.11,-0.36,0.45,WAL
-1.96,-10.67,3.54,0.41,0.31,0.13,WAL
-1.19,-8.43,2.9,-0.27,1.25,-0.47,WAL
-1.97,-10.18,5.07,-0.2,0.85,-0.6,WAL
-2.05,-9.58,4.04,-0.41,0.19,-0.63,WAL
-1.29,-7.76,3.31,-0.87,0.47,-0.77,WAL
-1.52,-6.96,3.5,-0.9,0.53,-1.15,WAL
-2.33,-6.67,3.25,-0.79,0.48,-1.31,WAL
-3.63,-7.06,3.47,-0.91,0.33,-1.17,WAL
-4.62,-9.24,4.53,-0.47,0.22,-0.86,WAL
-5.57,-10.9,4.29,0.26,0.05,-0.96,WAL
-5.74,-10.48,4.37,-0.42,0.47,-0.59,WAL
-4.64,-9.59,4.19,-0.29,0.6,-0.27,WAL
-5.16,-9.92,3.61,0.14,-0.38,0.26,WAL
-4.12,-9.12,2.82,0.22,-0.56,1.12,WAL
-2.78,-8.34,2.43,0.48,-0.18,1.46,WAL
-2.37,-7.47,2.08,0.19,-0.03,1.2,WAL
-2.57,-7.33,2.09,0.06,-0.1,1.07,WAL
-2.43,-7.87,2.16,0.14,-0.33,0.98,WAL
-2.66,-9.3,2.65,0.39,-0.48,0.96,WAL
-2.71,-11.55,2.73,0.8,-0.45,0.73,WAL
-1.23,-9.79,2.5,-0.01,0.38,0.06,WAL
-2.64,-9.24,3.17,-0.3,0.17,-0.67,WAL
-2.22,-9.81,3.81,-0.32,0.03,-0.29,WAL
-2.19,-10.06,4.08,-0.4,0.08,-0.52,WAL
-2.15,-8.49,3.18,-0.64,0.39,-0.84,WAL
-2.02,-7.64,3.28,-0.62,0.66,-1.02,WAL
-2.6,-7.16,3.09,-0.69,0.13,-1.15,WAL
-3.32,-6.95,3.07,-0.86,-0.3,-1.03,WAL
-4.2,-8.26,3.62,-0.69,0.04,-0.87,WAL
-5.37,-9.79,3.93,-0.1,0.29,-0.71,WAL
-4.83,-9.53,2.75,0.09,0.55,-0.29,WAL
-3.64,-9.41,3.76,0.04,1.17,-0.1,WAL
-5.15,-10.43,3.8,0.35,0.12,-0.24,WAL
-5.29,-10.4,2.48,0.45,-1.55,0.69,WAL
-3.55,-10.58,3.15,0.25,-1.44,1.59,WAL
-2.8,-9.36,2.32,0.48,-0.72,1.43,WAL
-2.41,-7.76,2.39,0.1,-0.17,1.41,WAL
-2.12,-7.42,2.53,0.38,-0.01,1.38,WAL
-2.26,-7.69,2.24,0.55,-0.06,1.17,WAL
-2.32,-8.56,2.16,0.69,-0.13,1.05,WAL
-2.1,-9.05,2.06,0.29,-0.11,0.53,WAL
-1.83,-8.79,2.27,-0.45,-0.07,-0.15,WAL
-2.88,-10.05,3.55,-0.79,0.02,-0.96,WAL
-3.68,-9.09,4.78,-1.77,0.39,-1.13,WAL
-4.42,-10.45,6.24,-0.64,0,-1.03,WAL
-2,-9.32,2.49,0.01,0.79,0.12,WAL
-1.37,-10.18,2.05,0.36,0.45,0.19,WAL
-0.35,-9.74,1.69,-0.16,0.86,-0.24,WAL
-1.01,-8.27,2.31,-0.61,0.86,-1.02,WAL
-1.69,-7.84,2.41,-0.51,0.36,-1.05,WAL
-2.7,-8.45,2.46,-0.41,-0.04,-1.13,WAL
-3.86,-8.25,2.74,-0.67,-0.14,-1.18,WAL
-5.77,-9.95,4.58,-0.31,-0.28,-0.8,WAL
-6.22,-10.82,3.64,0.17,-0.5,-0.37,WAL
-5.79,-9.58,2.89,0.11,-0.18,-0.06,WAL
-5.72,-8.13,4.25,-0.37,0.28,0.31,WAL
-5.35,-9.93,2.63,0.68,-0.67,0.95,WAL
-4.76,-10.95,1.65,0.63,-0.81,1.55,WAL
-3.39,-9.89,1.63,0.46,-0.47,1.72,WAL
-2.64,-8.13,1.26,0.22,-0.13,1.53,WAL
-2.14,-8.08,1.33,0.1,-0.29,1.43,WAL
-1.65,-7.83,0.85,-0.06,-0.51,1.15,WAL
-1.84,-10.04,1.81,0.48,-0.36,0.81,WAL
-1.94,-11.12,0.8,0.66,-0.29,0.3,WAL
-1.57,-10.12,2.34,-0.26,0.9,-0.3,WAL
-1.77,-9.98,2.34,-0.24,0.95,-0.75,WAL
-2.62,-10.93,3.42,-0.18,0.42,-0.91,WAL
-2.66,-9.81,3.12,-0.77,0.35,-1.21,WAL
-2.47,-8.66,3.12,-0.7,0.64,-1.37,WAL
-3.05,-7.38,2.8,-0.7,0.85,-1.65,WAL
-4.48,-7.49,3.24,-0.48,0.14,-1.52,WAL
-5.68,-8.66,3.49,-0.43,-0.63,-1.1,WAL
-6,-9.52,3.53,-0.19,-0.48,-0.71,WAL
-5.72,-9.36,3.58,-0.08,0.46,-0.2,WAL
-4.83,-9.28,2.88,0.42,1.2,-0.01,WAL
-5.95,-8.94,3.38,-0.01,0.68,0.35,WAL
-4.97,-10.5,2.46,0.88,-0.19,1.2,WAL
-4.22,-10.51,1.24,0.76,-0.5,1.55,WAL
-3.44,-8.86,1.68,-0.1,-0.3,1.46,WAL
-3.31,-7.84,2.01,-0.15,-0.29,1.32,WAL
-3.24,-7.09,1.31,-0.1,-0.67,1.12,WAL
-3.24,-7.35,2.07,-0.15,-0.76,1.23,WAL
-3.09,-8.92,2.45,0.56,-0.59,1.18,WAL
-2.6,-10.88,2.27,0.93,-0.17,0.92,WAL
-1.99,-10.27,3.44,-0.12,0.8,-0.15,WAL
-3.2,-9.91,3.13,-0.53,0.69,-0.89,WAL
-3.4,-10.33,3.73,-0.84,-0.05,-0.97,WAL
-2.86,-9.25,2.38,-0.79,-0.13,-1.1,WAL
-2.5,-8.03,2.34,-0.71,0.29,-1,WAL
-2.5,-7.69,2.38,-0.43,0.89,-1.24,WAL
-3.46,-7.12,2.38,-0.52,0.99,-1.68,WAL
-5.32,-7.64,2.77,-0.48,0.54,-1.63,WAL
-6.71,-8.78,3.1,-0.47,0.04,-1.1,WAL
-7.3,-11.5,2.92,0.48,-0.44,-0.51,WAL
-6.32,-10.35,1.71,-0.04,0.37,-0.23,WAL
-4.95,-8.05,2.93,-0.55,1.38,-0.2,WAL
-6.76,-9.19,2.94,0.04,-0.73,0.2,WAL
-5.41,-10.5,1.44,0.2,-1.64,1.38,WAL
-4.39,-9.67,1.34,0.26,-1.31,1.78,WAL
-3.33,-8.07,1.8,0.22,-0.46,1.79,WAL
-3.14,-7.32,1.72,0.19,-0.25,1.71,WAL
-2.84,-7.56,1.53,0.25,-0.45,1.65,WAL
-3,-9.33,1.92,0.6,-0.7,1.31,WAL
-3.12,-11.07,1.58,0.98,-0.78,0.89,WAL
-2.5,-10.62,2.47,0.11,-0.06,-0.07,WAL
-2.62,-9.54,1.68,-0.29,0.39,-0.7,WAL
-2.81,-10.5,3.13,-0.39,0.35,-0.78,WAL
-2.75,-9.84,2.89,-0.63,0.53,-1.29,WAL
-3.06,-8.35,2.76,-0.86,0.66,-1.54,WAL
-2.86,-7.59,2.46,-0.61,1.08,-1.66,WAL
-3.55,-7.16,2.57,-0.41,1.22,-1.93,WAL
-5.59,-7.14,3.07,-0.46,0.18,-1.63,WAL
-5.98,-8.3,3.54,-0.46,-0.47,-0.7,WAL
-6.35,-10.97,3.44,0.42,-0.58,-0.36,WAL
-7.28,-12.34,3.75,0.31,-0.24,-0.25,WAL
-5.68,-8.31,3.46,-0.65,0.52,0,WAL
-5.63,-9.76,3.41,0.44,-0.45,0.82,WAL
-4.88,-10.6,1.35,0.83,-0.69,1.58,WAL
-3.77,-9,1.24,0.06,-0.36,1.77,WAL
-2.93,-7.34,1.8,-0.17,-0.09,1.75,WAL
-2.58,-6.79,1.44,0.02,-0.06,1.51,WAL
-2.46,-7.5,1.32,0.09,-0.24,1.27,WAL
-3.1,-9.79,2.19,0.28,-0.45,0.77,WAL
-3.39,-11.82,2.41,0.63,-0.64,0.41,WAL
-2.05,-9.33,2.5,-0.54,0.41,-0.32,WAL
-2.77,-8.97,2.41,-0.28,0.2,-0.83,WAL
-3.12,-10.86,3.31,-0.12,0.15,-0.87,WAL
-3.49,-9.83,3.17,-0.84,0.11,-1.36,WAL
-3.6,-8.05,3.32,-1.1,0.14,-1.32,WAL
-3.42,-7.47,3.01,-0.78,0.31,-1.08,WAL
-3.53,-7.18,2.89,-0.7,0.28,-0.93,WAL
-3.71,-7.04,3,-0.62,0.39,-0.84,WAL
-4.69,-8.35,3.42,-0.11,0.15,-0.64,WAL
-5.6,-10.67,3.02,0.75,-0.19,-0.39,WAL
-5.28,-9.78,2.21,-0.03,0.27,-0.35,WAL
-4.85,-8.77,2.98,-0.17,0.58,-0.27,WAL
-6.64,-10.41,3.24,0.23,-0.9,0.29,WAL
-5.31,-10.92,1.82,0.48,-1.47,1.35,WAL
-3.5,-9.68,1.58,0.39,-0.77,1.73,WAL
-2.04,-7.5,1.67,0.05,0.24,1.43,WAL
-2.28,-6.68,2.13,-0.02,0.36,1.11,WAL
